TSA,tsa_id,order,family,species,bioproject,biosample,clean_stage,clean_sex,oskar
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058408,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058409,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058410,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058411,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058412,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058413,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058414,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058415,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058416,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058417,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058418,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058419,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058420,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058421,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058422,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058423,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058424,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058425,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058426,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058427,adult,female,not found
GAIZ00000000.1,GAIZ,Orthoptera,Gryllidae,gryllus_firmus,PRJNA198853,SAMN02058428,adult,female,not found
GBPO00000000.1,GBPO,Hymenoptera,Crabronidae,pison_atrum,PRJNA252200,SAMN02870379,adult,undetermined sex,not found
GAUF00000000.2,GAUF,Plecoptera,Leuctridae,leuctra,PRJNA219571,SAMN02047153,adult,None,found
GBVM00000000.1,GBVM,Hymenoptera,Ibaliidae,ibalia_leucospoides,PRJNA252355,SAMN02870318,adult,female,not found
GBUQ00000000.1,GBUQ,Hymenoptera,Diapriidae,trichopria_drosophilae,PRJNA252238,SAMN02870433,adult,undetermined sex,found
GBVK00000000.1,GBVK,Hymenoptera,Melittidae,melitta_haemorrhoidalis,PRJNA252208,SAMN02870337,adult,undetermined sex,not found
GATV00000000.2,GATV,Plecoptera,Perlidae,perla_marginata,PRJNA219591,SAMN02047115,adult,female,not found
GBUK00000000.1,GBUK,Hymenoptera,Megachilidae,osmia_cornuta,PRJNA252331,SAMN02870360,adult,undetermined sex,not found
GAYP00000000.2,GAYP,Siphonaptera,Pulicidae,ctenocephalides_felis,PRJNA219547,SAMN02047158,adult,None,not found
GBTY00000000.1,GBTY,Hymenoptera,Halictidae,dufourea_dentiventris,PRJNA252203,SAMN02870287,adult,male,not found
GBUH00000000.1,GBUH,Coleoptera,Chrysomelidae,chrysomela_populi,PRJNA212154,SAMN03857491,undetermined stage,female,not found
GBVE00000000.1,GBVE,Hymenoptera,Braconidae,aphidius_colemani,PRJNA252352,SAMN02870214,adult,undetermined sex,not found
GBNX00000000.1,GBNX,Hymenoptera,Melittidae,macropis_fulvipes,PRJNA252296,SAMN02870333,adult,undetermined sex,not found
GBHB00000000.1,GBHB,Orthoptera,Gryllidae,teleogryllus_commodus,PRJNA252786,SAMN02727808,undetermined stage,undetermined sex,not found
GBQJ00000000.1,GBQJ,Hymenoptera,Scoliidae,scolia_hirta,PRJNA252276,SAMN02870397,adult,female,not found
GBME00000000.1,GBME,Hymenoptera,Andrenidae,panurgus_dentipes,PRJNA252205,SAMN02870365,adult,undetermined sex,not found
GBMA00000000.1,GBMA,Hymenoptera,Crabronidae,diodontus_minutus,PRJNA252322,SAMN02870281,adult,undetermined sex,not found
GEOG00000000.1,GEOG,Lepidoptera,Heterobathmiidae,heterobathmia_pseuderiocrania,PRJNA298054,SAMN04155520,adult,None,not found
GDLS00000000.1,GDLS,Coleoptera,Curculionidae,hypothenemus_hampei,PRJNA279497,SAMN04002516,undetermined stage,pooled sex,found
GEOU00000000.1,GEOU,Lepidoptera,Tischeriidae,tischeria_quercitella,PRJNA298054,SAMN04155522,adult,None,not found
GAZE00000000.2,GAZE,Blattodea,Mastotermitidae,mastotermes_darwiniensis,PRJNA219576,SAMN02047182,adult,None,not found
GBVD00000000.1,GBVD,Hymenoptera,Ceraphronidae,ceraphron,PRJNA252127,SAMN02870233,adult,female,found
GBUN00000000.1,GBUN,Hymenoptera,Chrysididae,cleptes_nitidulus,PRJNA252328,SAMN02870265,adult,male,not found
GASG00000000.2,GASG,Lepidoptera,Yponomeutidae,yponomeuta_evonymellus,PRJNA219619,SAMN02047113,adult,None,not found
GBVU00000000.1,GBVU,Hymenoptera,Pelecinidae,pelecinus_polyturator,PRJNA252202,SAMN02870370,adult,male,found
GEOT00000000.1,GEOT,Lepidoptera,Opostegidae,pseudopostega_quadristrigella,PRJNA298054,SAMN04155518,adult,None,not found
GBEB00000000.1,GBEB,Hymenoptera,Pteromalidae,nasonia_vitripennis,PRJNA240970,SAMN02689937,undetermined stage,neuter,found
GBON00000000.1,GBON,Hymenoptera,Crabronidae,dryudella_pinguis,PRJNA252123,SAMN02870286,adult,male,not found
GASE00000000.2,GASE,Blattodea,Rhinotermitidae,prorhinotermes_simplex,PRJNA219597,SAMN02047105,adult,None,not found
GFCQ00000000.1,GFCQ,Blattodea,Blattidae,periplaneta_americana,PRJNA356979,SAMN06130820,adult,male,found
GBOY00000000.1,GBOY,Hymenoptera,Crabronidae,mellinus_arvensis,PRJNA252206,SAMN02870338,adult,undetermined sex,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727541,5th instar larvae,undetermined sex,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727571,5th instar larvae,undetermined sex,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727611,adult,male,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727612,adult,female,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727613,5th instar larvae,undetermined sex,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727614,adult,female,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727615,adult,female,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727616,adult,female,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727617,adult,male,not found
GBID00000000.1,GBID,Blattodea,Ectobiidae,blattella_germanica,PRJNA248247,SAMN02727618,adult,male,not found
GBPE00000000.1,GBPE,Hymenoptera,Ichneumonidae,hyposoter_didymator,PRJNA252197,SAMN02870317,adult,male,not found
GBVF00000000.1,GBVF,Hymenoptera,Blasticotomidae,blasticotoma_filiceti,PRJNA252334,SAMN02870221,larvae,undetermined sex,not found
GAUV00000000.2,GAUV,Hemiptera,Acanthosomatidae,acanthosoma_haemorrhoidale,PRJNA219520,SAMN02047154,adult,None,not found
GAXD00000000.1,GAXD,Thysanoptera,Thripidae,frankliniella_occidentalis,PRJNA234733,SAMN02208942,all stages,None,not found
GBOK00000000.1,GBOK,Hymenoptera,Tiphiidae,meria_tripunctata,PRJNA252267,SAMN02870339,adult,undetermined sex,found
GBPW00000000.1,GBPW,Hymenoptera,Apidae,epeolus_variegatus,PRJNA252262,SAMN02870291,adult,undetermined sex,not found
GBWN00000000.1,GBWN,Hymenoptera,Tiphiidae,tiphia_femorata,PRJNA252281,SAMN02870429,adult,undetermined sex,found
GAVV00000000.2,GAVV,Neuroptera,Chrysopidae,pseudomallada_prasinus,PRJNA219548,SAMN02047125,juvenil,None,not found
GBOA00000000.1,GBOA,Hymenoptera,Crabronidae,spilomena_beata,PRJNA252217,SAMN02870404,adult,undetermined sex,not found
GAUJ00000000.2,GAUJ,Hymenoptera,Orussidae,orussus_abietinus,PRJNA219586,SAMN02047118,adult,None,not found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776881,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776882,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776883,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776884,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776885,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776886,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776887,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776888,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776889,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776890,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776891,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776892,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776893,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776894,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776895,adult,female,found
GDHF00000000.1,GDHF,Diptera,Tephritidae,bactrocera_latifrons,PRJNA281765,SAMN03776896,adult,female,found
GFCX00000000.1,GFCX,Lepidoptera,Saturniidae,antheraea_pernyi,PRJNA357974,SAMN06163070,undetermined stage,pooled sex,not found
GAVM00000000.2,GAVM,Trichoptera,Hydroptilidae,hydroptila,PRJNA219566,SAMN03656147,adult,female,found
GAVM00000000.2,GAVM,Trichoptera,Hydroptilidae,hydroptila,PRJNA219566,SAMN03656148,adult,male,found
GBNJ00000000.1,GBNJ,Hymenoptera,Trigonalidae,pseudogonalos_hahnii,PRJNA252341,SAMN02870387,adult,male,not found
GEOO00000000.1,GEOO,Lepidoptera,Hepialidae,phymatopus_californicus,PRJNA298054,SAMN02370274,adult,None,not found
GEYN00000000.1,GEYN,Lepidoptera,Plutellidae,plutella_xylostella,PRJNA335320,SAMN05440352,adult,None,not found
GFBD00000000.1,GFBD,Hymenoptera,Formicidae,camponotus_fellah,PRJNA339034,SAMN05578870,adult,female,not found
GFBD00000000.1,GFBD,Hymenoptera,Formicidae,camponotus_fellah,PRJNA339034,SAMN05578871,adult,female,not found
GAWT00000000.2,GAWT,Mantodea,Empusidae,empusa_pennata,PRJNA219551,SAMN02047152,adult,None,not found
GBTP00000000.1,GBTP,Hymenoptera,Argidae,aproceros_leucopoda,PRJNA252225,SAMN02870215,adult,female,not found
GBMP00000000.1,GBMP,Hymenoptera,Melittidae,dasypoda_hirtipes,PRJNA252212,SAMN02870274,adult,female,not found
GBPN00000000.1,GBPN,Hymenoptera,Megachilidae,chelostoma_florisomne,PRJNA252249,SAMN02870237,adult,undetermined sex,not found
GBRX00000000.1,GBRX,Diptera,Glossinidae,glossina_palpalis,PRJNA260242,SAMN04208332,adult,None,found
GBRX00000000.1,GBRX,Diptera,Glossinidae,glossina_palpalis,PRJNA260242,SAMN04208333,adult,None,found
GBRX00000000.1,GBRX,Diptera,Glossinidae,glossina_palpalis,PRJNA260242,SAMN04208334,adult,None,found
GBLN00000000.1,GBLN,Hymenoptera,Mymaridae,gonatocerus_morrilli,PRJNA252129,SAMN02870303,adult,undetermined sex,found
GDKB00000000.1,GDKB,Lepidoptera,Tortricidae,cydia_pomonella,PRJNA289066,SAMN04168647,adult,pooled sex,not found
GEZZ00000000.1,GEZZ,Hymenoptera,Ichneumonidae,diadromus_collaris,PRJNA225661,SAMN02388840,undetermined stage,female,found
GEZZ00000000.1,GEZZ,Hymenoptera,Ichneumonidae,diadromus_collaris,PRJNA225661,SAMN05824024,adult,female,found
GFNO00000000.1,GFNO,Hymenoptera,Formicidae,lasius_niger,PRJNA386243,SAMN04447928,adult,female,not found
GFNO00000000.1,GFNO,Hymenoptera,Formicidae,lasius_niger,PRJNA386243,SAMN04447934,adult,female,not found
GFNO00000000.1,GFNO,Hymenoptera,Formicidae,lasius_niger,PRJNA386243,SAMN04447940,adult,female,not found
GFNO00000000.1,GFNO,Hymenoptera,Formicidae,lasius_niger,PRJNA386243,SAMN04447946,adult,female,not found
GFNO00000000.1,GFNO,Hymenoptera,Formicidae,lasius_niger,PRJNA386243,SAMN04447948,adult,female,not found
GFNO00000000.1,GFNO,Hymenoptera,Formicidae,lasius_niger,PRJNA386243,SAMN04447954,adult,female,not found
GFNO00000000.1,GFNO,Hymenoptera,Formicidae,lasius_niger,PRJNA386243,SAMN04447960,adult,female,not found
GFNO00000000.1,GFNO,Hymenoptera,Formicidae,lasius_niger,PRJNA386243,SAMN04447964,adult,female,not found
GBKZ00000000.1,GBKZ,Hymenoptera,Halictidae,sphecodes_albilabris,PRJNA252332,SAMN02870402,adult,female,not found
GAWJ00000000.2,GAWJ,Phasmatodea,Pseudophasmatidae,peruphasma_schultei,PRJNA219592,SAMN02047114,adult,None,not found
GBPG00000000.1,GBPG,Hymenoptera,Apidae,eucera_nigrescens,PRJNA252141,SAMN02870293,adult,male,not found
GEOV00000000.1,GEOV,Lepidoptera,Prodoxidae,tegeticula_yuccasella,PRJNA298054,SAMN04155523,adult,None,not found
GBOR00000000.1,GBOR,Hymenoptera,Ichneumonidae,syrphophilus_tricinctorius,PRJNA252166,SAMN02870417,adult,undetermined sex,found
GBQG00000000.1,GBQG,Hymenoptera,Megalodontesidae,megalodontes_cephalotes,PRJNA252287,SAMN02870336,adult,undetermined sex,found
GBNC00000000.1,GBNC,Hymenoptera,Scelionidae,telenomus,PRJNA252183,SAMN02870422,adult,undetermined sex,found
GBND00000000.1,GBND,Hymenoptera,Ichneumonidae,buathra_laborator,PRJNA252196,SAMN02870227,adult,female,found
GBLA00000000.1,GBLA,Hymenoptera,Apidae,nomada_lathburiana,PRJNA252330,SAMN02870348,adult,female,not found
GBPV00000000.1,GBPV,Hymenoptera,Pompilidae,auplopus_albifrons,PRJNA252258,SAMN02870219,adult,undetermined sex,found
GBMT00000000.1,GBMT,Hymenoptera,Sphecidae,ammophila_sabulosa,PRJNA252224,SAMN02870205,adult,female,not found
GBLU00000000.1,GBLU,Hymenoptera,Crabronidae,oxybelus_bipunctatus,PRJNA252321,SAMN02870362,adult,undetermined sex,not found
GARQ00000000.1,GARQ,Hemiptera,Aleyrodidae,bemisia_tabaci,PRJNA232955,SAMN02679940,undetermined stage,female,not found
GARQ00000000.1,GARQ,Hemiptera,Aleyrodidae,bemisia_tabaci,PRJNA232955,SAMN02679941,undetermined stage,female,not found
GARQ00000000.1,GARQ,Hemiptera,Aleyrodidae,bemisia_tabaci,PRJNA232955,SAMN02679942,undetermined stage,female,not found
GARQ00000000.1,GARQ,Hemiptera,Aleyrodidae,bemisia_tabaci,PRJNA232955,SAMN02679943,undetermined stage,female,not found
GARQ00000000.1,GARQ,Hemiptera,Aleyrodidae,bemisia_tabaci,PRJNA232955,SAMN02679944,undetermined stage,female,not found
GARQ00000000.1,GARQ,Hemiptera,Aleyrodidae,bemisia_tabaci,PRJNA232955,SAMN02679945,undetermined stage,female,not found
GARQ00000000.1,GARQ,Hemiptera,Aleyrodidae,bemisia_tabaci,PRJNA232955,SAMN02679946,undetermined stage,female,not found
GARQ00000000.1,GARQ,Hemiptera,Aleyrodidae,bemisia_tabaci,PRJNA232955,SAMN02679947,undetermined stage,female,not found
GARQ00000000.1,GARQ,Hemiptera,Aleyrodidae,bemisia_tabaci,PRJNA232955,SAMN02679948,undetermined stage,female,not found
GAYM00000000.2,GAYM,Odonata,Calopterygidae,calopteryx_splendens,PRJNA219534,SAMN02047184,adult,None,not found
GAKB00000000.1,GAKB,Diptera,Tephritidae,bactrocera_oleae,PRJNA195424,SAMN02222160,adult,female,not found
GAKB00000000.1,GAKB,Diptera,Tephritidae,bactrocera_oleae,PRJNA195424,SAMN02222161,adult,female,not found
GAKB00000000.1,GAKB,Diptera,Tephritidae,bactrocera_oleae,PRJNA195424,SAMN02222162,adult,male,not found
GAKB00000000.1,GAKB,Diptera,Tephritidae,bactrocera_oleae,PRJNA195424,SAMN02222163,adult,male,not found
GBJX00000000.1,GBJX,Hemiptera,Adelgidae,adelges_tsugae,PRJNA242203,SAMN02776975,all stages,undetermined sex,not found
GBZJ00000000.1,GBZJ,Lepidoptera,Saturniidae,antheraea_yamamai,PRJNA269319,SAMN03252610,undetermined stage,undetermined sex,not found
GBBQ00000000.1,GBBQ,Diptera,Diopsidae,teleopsis_whitei,PRJNA241109,SAMN02427181,all stages,None,not found
GBOI00000000.1,GBOI,Hymenoptera,Andrenidae,camptopoeum_sacrum,PRJNA252153,SAMN02870228,adult,undetermined sex,not found
GBOU00000000.1,GBOU,Hymenoptera,Crabronidae,liris,PRJNA252147,SAMN02870330,adult,undetermined sex,not found
GAUI00000000.2,GAUI,Raphidioptera,Raphidiidae,xanthostigma_xanthostigma,PRJNA219617,SAMN02047106,adult,female,not found
GBPS00000000.1,GBPS,Hymenoptera,Colletidae,hylaeus_variegatus,PRJNA252252,SAMN02870316,adult,undetermined sex,not found
GCJP00000000.1,GCJP,Lepidoptera,Geometridae,biston_suppressaria,PRJNA273898,SAMN03982873,undetermined stage,female,not found
GBQM00000000.1,GBQM,Hymenoptera,Scoliidae,colpa_sexmaculata,PRJNA252303,SAMN02870268,adult,male,not found
GAWE00000000.1,GAWE,Phasmatodea,Phasmatidae,ramulus_artemis,PRJNA238833,SAMN02646413,undetermined stage,female,not found
GBVL00000000.1,GBVL,Hymenoptera,Crabronidae,passaloecus_eremita,PRJNA252213,SAMN02870368,adult,female,not found
GATJ00000000.2,GATJ,Diptera,Bibionidae,bibio_marci,PRJNA219529,SAMN02047145,adult,None,not found
GBWP00000000.1,GBWP,Hymenoptera,Halictidae,nomia_diversipes,PRJNA252293,SAMN02870349,adult,male,not found
GBLY00000000.1,GBLY,Hymenoptera,Apidae,eucera_plumigera,PRJNA252119,SAMN02870294,adult,male,not found
GBNB00000000.1,GBNB,Hymenoptera,Crabronidae,stizus_continuus,PRJNA252182,SAMN02870413,adult,male,not found
GBQP00000000.1,GBQP,Hymenoptera,Halictidae,halictus_quadricinctus,PRJNA252292,SAMN02870307,adult,female,not found
GBQE00000000.1,GBQE,Hymenoptera,Bethylidae,cephalonomia_tarsalis,PRJNA252280,SAMN02870230,adult,undetermined sex,found
GAUO00000000.2,GAUO,Hemiptera,Veliidae,velia_caprai,PRJNA219616,SAMN02047131,adult,None,not found
GEEF00000000.1,GEEF,Coleoptera,Chrysomelidae,leptinotarsa_decemlineata,PRJNA297027,SAMN03653681,adult,female,found
GDVG00000000.1,GDVG,Phasmatodea,Phasmatidae,clitarchus_hookeri,PRJNA286351,SAMN05001774,adult,male,not found
GBLB00000000.1,GBLB,Hymenoptera,Crabronidae,astata_minor,PRJNA252227,SAMN02870217,adult,undetermined sex,not found
GASV00000000.2,GASV,Hemiptera,Miridae,notostira_elongata,PRJNA219583,SAMN02047151,adult,None,not found
GAYE00000000.2,GAYE,Thysanoptera,Thripidae,frankliniella_cephalica,PRJNA219559,SAMN02047110,adult,female,found
GAYI00000000.2,GAYI,Hemiptera,Peloridiidae,xenophysella_greensladeae,PRJNA219618,SAMN02047181,adult,None,not found
GAXZ00000000.2,GAXZ,Diptera,Trichoceridae,trichocera_saltator,PRJNA219613,SAMN02047117,adult,None,not found
GDJO00000000.1,GDJO,Hymenoptera,Braconidae,cotesia_glomerata,PRJNA289655,SAMN03856543,adult,female,not found
GAXG00000000.2,GAXG,Thysanoptera,Phlaeothripidae,gynaikothrips_ficorum,PRJNA219563,SAMN02047111,adult,female,found
GBMU00000000.1,GBMU,Hymenoptera,Stephanidae,stephanus_serrator,PRJNA252323,SAMN02870410,adult,undetermined sex,found
GBPH00000000.1,GBPH,Hymenoptera,Argidae,arge_berberidis,PRJNA252154,SAMN02870216,adult,female,not found
GDIM00000000.1,GDIM,Diptera,Muscidae,stomoxys_calcitrans,PRJNA188117,SAMN03840662,all stages,pooled sex,found
GECQ00000000.1,GECQ,Hemiptera,Pentatomidae,murgantia_histrionica,PRJNA302154,SAMN04267204,undetermined stage,undetermined sex,not found
GECQ00000000.1,GECQ,Hemiptera,Pentatomidae,murgantia_histrionica,PRJNA302154,SAMN04267205,undetermined stage,undetermined sex,not found
GECQ00000000.1,GECQ,Hemiptera,Pentatomidae,murgantia_histrionica,PRJNA302154,SAMN04267206,undetermined stage,male,not found
GECQ00000000.1,GECQ,Hemiptera,Pentatomidae,murgantia_histrionica,PRJNA302154,SAMN04267207,undetermined stage,female,not found
GEOS00000000.1,GEOS,Lepidoptera,Neopseustidae,neopseustis_meyricki,PRJNA298054,SAMN04155517,adult,None,not found
GAZU00000000.1,GAZU,Hymenoptera,Tiphiidae,brachycistis_timberlakei,PRJNA195615,SAMN02343703,adult,female,not found
GBVB00000000.1,GBVB,Hymenoptera,Platygastridae,inostemma,PRJNA252125,SAMN02870320,adult,female,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214487,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214488,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214489,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214490,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214491,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214492,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214493,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214522,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214655,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214656,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214657,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214658,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214659,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214660,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214661,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214662,pupae,undetermined sex,not found
GDIO00000000.1,GDIO,Orthoptera,Acrididae,locusta_migratoria,PRJNA283919,SAMN05214684,pupae,undetermined sex,not found
GBWZ00000000.1,GBWZ,Hymenoptera,Pergidae,pergagrapta_polita,PRJNA252274,SAMN02870372,adult,undetermined sex,not found
GAXH00000000.2,GAXH,Lepidoptera,Papilionidae,parides_eurimedes,PRJNA219589,SAMN02047109,adult,None,not found
GBOL00000000.1,GBOL,Hymenoptera,Cimbicidae,cimbex_rubida,PRJNA252347,SAMN02870264,adult,undetermined sex,not found
GBXD00000000.1,GBXD,Lepidoptera,Noctuidae,helicoverpa_armigera,PRJNA264881,SAMN02374897,all stages,None,not found
GCVB00000000.1,GCVB,Hymenoptera,Proctotrupidae,brachyserphus_parvulus,PRJNA272309,SAMN03287654,undetermined stage,pooled sex,found
GBJR00000000.1,GBJR,Lepidoptera,Bombycidae,bombyx_mori,PRJNA257362,SAMN02796058,undetermined stage,pooled sex,not found
GBJR00000000.1,GBJR,Lepidoptera,Bombycidae,bombyx_mori,PRJNA257362,SAMN02796059,undetermined stage,pooled sex,not found
GATW00000000.2,GATW,Coleoptera,Staphylinidae,aleochara_curtula,PRJNA219522,SAMN02047128,adult,None,not found
GBPP00000000.1,GBPP,Hymenoptera,Megachilidae,dioxys_cincta,PRJNA252246,SAMN02870282,adult,male,not found
GBMW00000000.1,GBMW,Hymenoptera,Vespidae,parischnogaster_nigricans,PRJNA252175,SAMN02870366,adult,undetermined sex,not found
GBWQ00000000.1,GBWQ,Hymenoptera,Sapygidae,monosapyga_clavicornis,PRJNA252301,SAMN02870344,adult,undetermined sex,found
GBMS00000000.1,GBMS,Hymenoptera,Evaniidae,brachygaster_minutus,PRJNA252340,SAMN02870224,adult,undetermined sex,found
GBPJ00000000.1,GBPJ,Hymenoptera,Ichneumonidae,heteropelma_amictum,PRJNA252184,SAMN02870314,adult,undetermined sex,found
GAZQ00000000.2,GAZQ,Phasmatodea,Heteropterygidae,aretaon_asperrimus,PRJNA219526,SAMN02047197,adult,None,not found
GBWE00000000.1,GBWE,Hymenoptera,Pompilidae,pompilus_cinereus,PRJNA252245,SAMN02870383,adult,undetermined sex,found
GECT00000000.1,GECT,Hymenoptera,Pteromalidae,pteromalus_puparum,PRJNA276955,SAMN02047161,larvae,None,found
GBZL00000000.1,GBZL,Lepidoptera,Saturniidae,actias_selene,PRJNA269319,SAMN03252613,undetermined stage,undetermined sex,not found
GBUA00000000.1,GBUA,Hymenoptera,Crabronidae,alysson_spinosus,PRJNA252289,SAMN02870203,adult,undetermined sex,not found
GEBL00000000.1,GEBL,Lepidoptera,Noctuidae,heliothis_virescens,PRJNA301587,SAMN05213682,adult,male,not found
GEES00000000.1,GEES,Hymenoptera,Diprionidae,neodiprion_lecontei,PRJNA280451,SAMN02047124,adult,None,not found
