tsa_id,species,order,family,oskar,TSA,bioproject,biosample,sex,stage,tissue,raw_tissue,brain,germline,clean_tissue,clean_stage,clean_sex
GBVG,gasteruption_tournieri,Hymenoptera,Gasteruptiidae,found,GBVG00000000.1,PRJNA252337,SAMN02870301,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBQO,stizoides_tridentatus,Hymenoptera,Crabronidae,not found,GBQO00000000.1,PRJNA252284,SAMN02870412,female,None,None,None,0,0,None,None,female
GBQO,stizoides_tridentatus,Hymenoptera,Crabronidae,not found,GBQO00000000.1,PRJNA252284,SAMN02870412,None,adult,None,None,0,0,None,adult,None
GBQO,stizoides_tridentatus,Hymenoptera,Crabronidae,not found,GBQO00000000.1,PRJNA252284,SAMN02870412,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBVI,cephus_spinipes,Hymenoptera,Cephidae,not found,GBVI00000000.1,PRJNA252244,SAMN02870232,female,None,None,None,0,0,None,None,female
GBVI,cephus_spinipes,Hymenoptera,Cephidae,not found,GBVI00000000.1,PRJNA252244,SAMN02870232,None,adult,None,None,0,0,None,adult,None
GBVI,cephus_spinipes,Hymenoptera,Cephidae,not found,GBVI00000000.1,PRJNA252244,SAMN02870232,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAZG,eurylophella,Ephemeroptera,Ephemerellidae,not found,GAZG00000000.2,PRJNA219556,SAMN02047200,None,None,None,None,0,0,None,None,None
GBPT,lasioglossum_xanthopus,Hymenoptera,Halictidae,not found,GBPT00000000.1,PRJNA252253,SAMN02870325,female,None,None,None,0,0,None,None,female
GBPT,lasioglossum_xanthopus,Hymenoptera,Halictidae,not found,GBPT00000000.1,PRJNA252253,SAMN02870325,None,adult,None,None,0,0,None,adult,None
GBPT,lasioglossum_xanthopus,Hymenoptera,Halictidae,not found,GBPT00000000.1,PRJNA252253,SAMN02870325,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAWN,galloisiana_yuasai,Grylloblattodea,Grylloblattidae,not found,GAWN00000000.2,PRJNA219560,SAMN02047172,None,None,None,None,0,0,None,None,None
GAXL,chyphotes_mellipes,Hymenoptera,Bradynobaenidae,not found,GAXL00000000.1,PRJNA195615,SAMN01985098,None,None,None,None,0,0,None,None,None
GBOG,sirex_noctilio,Hymenoptera,Siricidae,not found,GBOG00000000.1,PRJNA252354,SAMN02870398,male,None,None,None,0,0,None,None,male
GBOG,sirex_noctilio,Hymenoptera,Siricidae,not found,GBOG00000000.1,PRJNA252354,SAMN02870398,None,adult,None,None,0,0,None,adult,None
GBOG,sirex_noctilio,Hymenoptera,Siricidae,not found,GBOG00000000.1,PRJNA252354,SAMN02870398,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBWH,crossocerus_quadrimaculatus,Hymenoptera,Crabronidae,not found,GBWH00000000.1,PRJNA252271,SAMN02870271,female,None,None,None,0,0,None,None,female
GBWH,crossocerus_quadrimaculatus,Hymenoptera,Crabronidae,not found,GBWH00000000.1,PRJNA252271,SAMN02870271,None,adult,None,None,0,0,None,adult,None
GBWH,crossocerus_quadrimaculatus,Hymenoptera,Crabronidae,not found,GBWH00000000.1,PRJNA252271,SAMN02870271,None,None,whole organism,whole organism,0,0,whole organism,None,None
GASO,tricholepidion_gertschi,Zygentoma,Lepidotrichidae,not found,GASO00000000.2,PRJNA219614,SAMN02047183,None,None,None,None,0,0,None,None,None
GAVX,timema_cristinae,Phasmatodea,Timematidae,not found,GAVX00000000.2,PRJNA219610,SAMN02047191,None,None,None,None,0,0,None,None,None
HACL,anopheles_,Diptera,Culicidae,not found,HACL00000000.1,PRJEB5712,SAMEA2383447,None,None,None,None,0,0,None,None,None
GAYC,osmylus_fulvicephalus,Neuroptera,Osmylidae,not found,GAYC00000000.2,PRJNA219587,SAMN02047166,None,adult,None,None,0,0,None,adult,None
GATA,meloe_violaceus,Coleoptera,Meloidae,not found,GATA00000000.2,PRJNA219578,SAMN02047136,None,adult,None,None,0,0,None,adult,None
GEOW,photinus_pyralis,Coleoptera,Lampyridae,not found,GEOW00000000.1,PRJNA321737,SAMN04868322,None,adult,None,None,0,0,None,adult,None
GEOW,photinus_pyralis,Coleoptera,Lampyridae,not found,GEOW00000000.1,PRJNA321737,SAMN04868322,male,None,None,None,0,0,None,None,male
GEOW,photinus_pyralis,Coleoptera,Lampyridae,not found,GEOW00000000.1,PRJNA321737,SAMN04868322,None,None,brain,brain,1,0,brain,None,None
GABK,sialis_lutaria,Megaloptera,Sialidae,not found,GABK00000000.1,PRJNA181034,SAMN02230077,None,l3 l4,None,None,0,0,None,3rd instar larvae & 4th instar larvae,None
GABK,sialis_lutaria,Megaloptera,Sialidae,not found,GABK00000000.1,PRJNA181034,SAMN02230078,None,adult,None,None,0,0,None,adult,None
GABK,sialis_lutaria,Megaloptera,Sialidae,not found,GABK00000000.1,PRJNA181034,SAMN02230078,female,None,None,None,0,0,None,None,female
GABK,sialis_lutaria,Megaloptera,Sialidae,not found,GABK00000000.1,PRJNA181034,SAMN02230077,None,None,whole body,whole body,0,0,whole organism,None,None
GABK,sialis_lutaria,Megaloptera,Sialidae,not found,GABK00000000.1,PRJNA181034,SAMN02230078,None,None,whole body,whole body,0,0,whole organism,None,None
GBNL,sceliphron_curvatum,Hymenoptera,Sphecidae,not found,GBNL00000000.1,PRJNA252261,SAMN02870396,missing,None,None,None,0,0,None,None,undetermined sex
GBNL,sceliphron_curvatum,Hymenoptera,Sphecidae,not found,GBNL00000000.1,PRJNA252261,SAMN02870396,None,adult,None,None,0,0,None,adult,None
GBNL,sceliphron_curvatum,Hymenoptera,Sphecidae,not found,GBNL00000000.1,PRJNA252261,SAMN02870396,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBTL,tetragonula_carbonaria,Hymenoptera,Apidae,not found,GBTL00000000.1,PRJNA252240,SAMN02870423,missing,None,None,None,0,0,None,None,undetermined sex
GBTL,tetragonula_carbonaria,Hymenoptera,Apidae,not found,GBTL00000000.1,PRJNA252240,SAMN02870423,None,adult,None,None,0,0,None,adult,None
GBTL,tetragonula_carbonaria,Hymenoptera,Apidae,not found,GBTL00000000.1,PRJNA252240,SAMN02870423,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAVA,triarthria_setipennis,Diptera,Tachinidae,found,GAVA00000000.2,PRJNA219612,SAMN02047177,None,adult,None,None,0,0,None,adult,None
GAZH,inocellia_crassicornis,Raphidioptera,Inocelliidae,not found,GAZH00000000.2,PRJNA219567,SAMN02047103,None,larva,None,None,0,0,None,larvae,None
GECM,drosophila_montana,Diptera,Drosophilidae,found,GECM00000000.1,PRJNA300939,SAMN03078468,not applicable,None,None,None,0,0,None,None,undetermined sex
GECM,drosophila_montana,Diptera,Drosophilidae,found,GECM00000000.1,PRJNA300939,SAMN03078468,None,None,missing,missing,0,0,undetermined tissue,None,None
GAQW,onthophagus_nigriventris,Coleoptera,Scarabaeidae,not found,GAQW00000000.1,PRJNA231725,SAMN01985097,None,None,None,None,0,0,None,None,None
GDGN,amyelois_transitella,Lepidoptera,Pyralidae,not found,GDGN00000000.1,PRJNA259890,SAMN02709492,not determined,None,None,None,0,0,None,None,undetermined sex
GDGN,amyelois_transitella,Lepidoptera,Pyralidae,not found,GDGN00000000.1,PRJNA259890,SAMN02709493,not determined,None,None,None,0,0,None,None,undetermined sex
GDGN,amyelois_transitella,Lepidoptera,Pyralidae,not found,GDGN00000000.1,PRJNA259890,SAMN02709494,male,None,None,None,0,0,None,None,male
GDGN,amyelois_transitella,Lepidoptera,Pyralidae,not found,GDGN00000000.1,PRJNA259890,SAMN02709495,female,None,None,None,0,0,None,None,female
GDGN,amyelois_transitella,Lepidoptera,Pyralidae,not found,GDGN00000000.1,PRJNA259890,SAMN02709492,None,None,whole organism,whole organism,0,0,whole organism,None,None
GDGN,amyelois_transitella,Lepidoptera,Pyralidae,not found,GDGN00000000.1,PRJNA259890,SAMN02709493,None,None,whole organism,whole organism,0,0,whole organism,None,None
GDGN,amyelois_transitella,Lepidoptera,Pyralidae,not found,GDGN00000000.1,PRJNA259890,SAMN02709494,None,None,whole organism,whole organism,0,0,whole organism,None,None
GDGN,amyelois_transitella,Lepidoptera,Pyralidae,not found,GDGN00000000.1,PRJNA259890,SAMN02709495,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBQV,tetraloniella,Hymenoptera,Apidae,not found,GBQV00000000.1,PRJNA252136,SAMN02870426,female,None,None,None,0,0,None,None,female
GBQV,tetraloniella,Hymenoptera,Apidae,not found,GBQV00000000.1,PRJNA252136,SAMN02870426,None,adult,None,None,0,0,None,adult,None
GBQV,tetraloniella,Hymenoptera,Apidae,not found,GBQV00000000.1,PRJNA252136,SAMN02870426,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBNS,cerceris_arenaria,Hymenoptera,Crabronidae,not found,GBNS00000000.1,PRJNA252291,SAMN02870235,missing,None,None,None,0,0,None,None,undetermined sex
GBNS,cerceris_arenaria,Hymenoptera,Crabronidae,not found,GBNS00000000.1,PRJNA252291,SAMN02870235,None,adult,None,None,0,0,None,adult,None
GBNS,cerceris_arenaria,Hymenoptera,Crabronidae,not found,GBNS00000000.1,PRJNA252291,SAMN02870235,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBVO,ampulex_fasciata,Hymenoptera,Ampulicidae,not found,GBVO00000000.1,PRJNA252168,SAMN02870207,male,None,None,None,0,0,None,None,male
GBVO,ampulex_fasciata,Hymenoptera,Ampulicidae,not found,GBVO00000000.1,PRJNA252168,SAMN02870207,None,adult,None,None,0,0,None,adult,None
GBVO,ampulex_fasciata,Hymenoptera,Ampulicidae,not found,GBVO00000000.1,PRJNA252168,SAMN02870207,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAPL,sitobion_avenae,Hemiptera,Aphididae,not found,GAPL00000000.1,PRJNA196813,SAMN01766807,None,None,None,None,0,0,None,None,None
GBZS,spodoptera_litura,Lepidoptera,Noctuidae,not found,GBZS00000000.1,PRJNA270564,SAMN04362879,None,None,adult whole females,adult whole females,0,0,whole organism,None,None
GBZS,spodoptera_litura,Lepidoptera,Noctuidae,not found,GBZS00000000.1,PRJNA270564,SAMN04362880,None,None,adult whole males,adult whole males,0,0,whole organism,None,None
GBZS,spodoptera_litura,Lepidoptera,Noctuidae,not found,GBZS00000000.1,PRJNA270564,SAMN04362881,None,None,single whole larva,single whole larva,0,0,whole organism,None,None
GARD,athetis_lepigone,Lepidoptera,Noctuidae,not found,GARD00000000.1,PRJNA193566,SAMN02263985,None,adult,None,None,0,0,None,adult,None
GARD,athetis_lepigone,Lepidoptera,Noctuidae,not found,GARD00000000.1,PRJNA193566,SAMN02263985,female,None,None,None,0,0,None,None,female
GARD,athetis_lepigone,Lepidoptera,Noctuidae,not found,GARD00000000.1,PRJNA193566,SAMN02263985,None,None,salivary gland,salivary gland,0,0,salivary glands,None,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302192,None,adult,None,None,0,0,None,adult,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302192,female,None,None,None,0,0,None,None,female
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302193,female,None,None,None,0,0,None,None,female
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302193,None,adult,None,None,0,0,None,adult,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302194,male,None,None,None,0,0,None,None,male
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302194,None,adult,None,None,0,0,None,adult,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302195,male,None,None,None,0,0,None,None,male
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302195,None,adult,None,None,0,0,None,adult,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302196,None,larva,None,None,0,0,None,larvae,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302197,None,larva,None,None,0,0,None,larvae,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302198,None,larva,None,None,0,0,None,larvae,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302192,None,None,head,head,1,0,head,None,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302194,None,None,head,head,1,0,head,None,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302196,None,None,head,head,1,0,head,None,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302193,None,None,body,body,0,0,whole organism,None,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302195,None,None,body,body,0,0,whole organism,None,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302197,None,None,body,body,0,0,whole organism,None,None
GEEY,cephus_cinctus,Hymenoptera,Cephidae,not found,GEEY00000000.1,PRJNA302015,SAMN04302198,None,None,body,body,0,0,whole organism,None,None
GACY,mengenilla_moldrzyki,Strepsiptera,Mengenillidae,not found,GACY00000000.1,PRJNA181027,SAMN01766557,None,None,None,None,0,0,None,None,None
GAWF,sipyloidea_sipylus,Phasmatodea,Diapheromeridae,not found,GAWF00000000.1,PRJNA238833,SAMN02646414,not determined,None,None,None,0,0,None,None,undetermined sex
GAWF,sipyloidea_sipylus,Phasmatodea,Diapheromeridae,not found,GAWF00000000.1,PRJNA238833,SAMN02646414,None,None,midgut,midgut,0,0,midgut,None,None
GAYJ,atelura_formicaria,Zygentoma,Nicoletiidae,found,GAYJ00000000.2,PRJNA219527,SAMN02047144,male,None,None,None,0,0,None,None,male
GAYJ,atelura_formicaria,Zygentoma,Nicoletiidae,found,GAYJ00000000.2,PRJNA219527,SAMN02047144,None,adult,None,None,0,0,None,adult,None
GBNZ,heterodontonyx,Hymenoptera,Pompilidae,found,GBNZ00000000.1,PRJNA252300,SAMN02870313,missing,None,None,None,0,0,None,None,undetermined sex
GBNZ,heterodontonyx,Hymenoptera,Pompilidae,found,GBNZ00000000.1,PRJNA252300,SAMN02870313,None,adult,None,None,0,0,None,adult,None
GBNZ,heterodontonyx,Hymenoptera,Pompilidae,found,GBNZ00000000.1,PRJNA252300,SAMN02870313,None,None,whole organism,whole organism,0,0,whole organism,None,None
GETQ,rhagoletis_pomonella,Diptera,Tephritidae,not found,GETQ00000000.1,PRJNA324814,SAMN04005136,not determined,None,None,None,0,0,None,None,undetermined sex
GETQ,rhagoletis_pomonella,Diptera,Tephritidae,not found,GETQ00000000.1,PRJNA324814,SAMN04005136,None,None,"head, thorax, forelegs","head, thorax, forelegs",1,0,head & thorax & forelegs,None,None
GEOE,enteucha_acetosae,Lepidoptera,Nepticulidae,not found,GEOE00000000.1,PRJNA298054,SAMN04155509,None,larva,None,None,0,0,None,larvae,None
GEOE,enteucha_acetosae,Lepidoptera,Nepticulidae,not found,GEOE00000000.1,PRJNA298054,SAMN04155509,None,None,entire organism,entire organism,0,0,whole organism,None,None
GENN,tineola_bisselliella,Lepidoptera,Tineidae,not found,GENN00000000.1,PRJNA298054,SAMN02370288,None,larva,None,None,0,0,None,larvae,None
GASQ,tetrix_subulata,Orthoptera,Tetrigidae,not found,GASQ00000000.2,PRJNA219606,SAMN02047150,None,adult,None,None,0,0,None,adult,None
GAXT,crioscolia_alcione,Hymenoptera,Scoliidae,not found,GAXT00000000.1,PRJNA195615,SAMN02009275,None,None,None,None,0,0,None,None,None
GATB,metallyticus_splendidus,Mantodea,Metallyticidae,not found,GATB00000000.2,PRJNA219580,SAMN02047174,female,None,None,None,0,0,None,None,female
GATB,metallyticus_splendidus,Mantodea,Metallyticidae,not found,GATB00000000.2,PRJNA219580,SAMN02047174,None,juvenil,None,None,0,0,None,juvenil,None
GADK,grapholita_molesta,Lepidoptera,Tortricidae,not found,GADK00000000.1,PRJNA182706,SAMN01737291,None,None,None,None,0,0,None,None,None
GBKM,acantholyda_hieroglyphica,Hymenoptera,Pamphiliidae,found,GBKM00000000.1,PRJNA252315,SAMN02870200,male,None,None,None,0,0,None,None,male
GBKM,acantholyda_hieroglyphica,Hymenoptera,Pamphiliidae,found,GBKM00000000.1,PRJNA252315,SAMN02870200,None,adult,None,None,0,0,None,adult,None
GBKM,acantholyda_hieroglyphica,Hymenoptera,Pamphiliidae,found,GBKM00000000.1,PRJNA252315,SAMN02870200,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAXP,sphaeropthalma_orestes,Hymenoptera,Mutillidae,not found,GAXP00000000.1,PRJNA195615,SAMN01995839,None,None,None,None,0,0,None,None,None
GADL,carposina_sasakii,Lepidoptera,Carposinidae,not found,GADL00000000.1,PRJNA182707,SAMN01737292,None,None,None,None,0,0,None,None,None
GBLZ,eucera_syriaca,Hymenoptera,Apidae,not found,GBLZ00000000.1,PRJNA252121,SAMN02870295,female,None,None,None,0,0,None,None,female
GBLZ,eucera_syriaca,Hymenoptera,Apidae,not found,GBLZ00000000.1,PRJNA252121,SAMN02870295,None,adult,None,None,0,0,None,adult,None
GBLZ,eucera_syriaca,Hymenoptera,Apidae,not found,GBLZ00000000.1,PRJNA252121,SAMN02870295,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBCX,dastarcus_helophoroides,Coleoptera,Bothrideridae,found,GBCX00000000.1,PRJNA242452,SAMN02351150,None,larval,None,None,0,0,None,larvae,None
GBCX,dastarcus_helophoroides,Coleoptera,Bothrideridae,found,GBCX00000000.1,PRJNA242452,SAMN02351150,None,None,"gut, fat body, malpighian tubules, glands","gut, fat body, malpighian tubules, glands",0,0,gut & fat body & malpighian tubules & glands,None,None
GAQX,graminella_nigrifrons,Hemiptera,Cicadellidae,not found,GAQX00000000.1,PRJNA200322,SAMN02009273,None,None,None,None,0,0,None,None,None
GBWJ,xiphydria_camelus,Hymenoptera,Xiphydriidae,not found,GBWJ00000000.1,PRJNA252309,SAMN02870440,female,None,None,None,0,0,None,None,female
GBWJ,xiphydria_camelus,Hymenoptera,Xiphydriidae,not found,GBWJ00000000.1,PRJNA252309,SAMN02870440,None,adult,None,None,0,0,None,adult,None
GBWJ,xiphydria_camelus,Hymenoptera,Xiphydriidae,not found,GBWJ00000000.1,PRJNA252309,SAMN02870440,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAXA,isonychia_bicolor,Ephemeroptera,Isonychiidae,not found,GAXA00000000.2,PRJNA219568,SAMN02047146,None,None,None,None,0,0,None,None,None
GBPR,tachysphex_fulvitarsis,Hymenoptera,Crabronidae,not found,GBPR00000000.1,PRJNA252251,SAMN02870419,missing,None,None,None,0,0,None,None,undetermined sex
GBPR,tachysphex_fulvitarsis,Hymenoptera,Crabronidae,not found,GBPR00000000.1,PRJNA252251,SAMN02870419,None,adult,None,None,0,0,None,adult,None
GBPR,tachysphex_fulvitarsis,Hymenoptera,Crabronidae,not found,GBPR00000000.1,PRJNA252251,SAMN02870419,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBNR,gorytes_laticinctus,Hymenoptera,Crabronidae,not found,GBNR00000000.1,PRJNA252290,SAMN02870305,female,None,None,None,0,0,None,None,female
GBNR,gorytes_laticinctus,Hymenoptera,Crabronidae,not found,GBNR00000000.1,PRJNA252290,SAMN02870305,None,adult,None,None,0,0,None,adult,None
GBNR,gorytes_laticinctus,Hymenoptera,Crabronidae,not found,GBNR00000000.1,PRJNA252290,SAMN02870305,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAUG,meinertellus_cundinamarcensis,Archaeognatha,Meinertellidae,not found,GAUG00000000.2,PRJNA219577,SAMN02047179,None,None,None,None,0,0,None,None,None
GAMC,ceratitis_capitata,Diptera,Tephritidae,found,GAMC00000000.1,PRJNA208956,SAMN02047195,None,adult,None,None,0,0,None,adult,None
GBLS,dinetus_pictus,Hymenoptera,Crabronidae,not found,GBLS00000000.1,PRJNA252320,SAMN02870280,male,None,None,None,0,0,None,None,male
GBLS,dinetus_pictus,Hymenoptera,Crabronidae,not found,GBLS00000000.1,PRJNA252320,SAMN02870280,None,adult,None,None,0,0,None,adult,None
GBLS,dinetus_pictus,Hymenoptera,Crabronidae,not found,GBLS00000000.1,PRJNA252320,SAMN02870280,None,None,whole organism,whole organism,0,0,whole organism,None,None
GASN,thermobia_domestica,Zygentoma,Lepismatidae,not found,GASN00000000.2,PRJNA219608,SAMN02047139,male,None,None,None,0,0,None,None,male
GASN,thermobia_domestica,Zygentoma,Lepismatidae,not found,GASN00000000.2,PRJNA219608,SAMN02047139,None,adult,None,None,0,0,None,adult,None
GEOB,azaleodes_micronipha,Lepidoptera,Palaephatidae,not found,GEOB00000000.1,PRJNA298054,SAMN04155514,None,larva,None,None,0,0,None,larvae,None
GEOB,azaleodes_micronipha,Lepidoptera,Palaephatidae,not found,GEOB00000000.1,PRJNA298054,SAMN04155514,None,None,entire organism,entire organism,0,0,whole organism,None,None
GAWM,culicoides_sonorensis,Diptera,Ceratopogonidae,found,GAWM00000000.1,PRJNA238338,SAMN02592762,None,None,venom apparatus,venom apparatus,0,0,venom apparatus,None,None
GAWM,culicoides_sonorensis,Diptera,Ceratopogonidae,found,GAWM00000000.1,PRJNA238338,SAMN02592763,None,None,venom apparatus,venom apparatus,0,0,venom apparatus,None,None
GBOC,palarus_histrio,Hymenoptera,Crabronidae,not found,GBOC00000000.1,PRJNA252142,SAMN02870364,female,None,None,None,0,0,None,None,female
