tsa_id,species,order,family,oskar,TSA,bioproject,biosample,sex,stage,tissue,raw_tissue,brain,germline,clean_tissue,clean_stage,clean_sex
GASY,dyseriocrania_subpurpurella,Lepidoptera,Eriocraniidae,not found,GASY00000000.2,PRJNA219549,SAMN02047189,None,None,None,None,0,0,None,None,None
GEOT,pseudopostega_quadristrigella,Lepidoptera,Opostegidae,not found,GEOT00000000.1,PRJNA298054,SAMN04155518,None,adult,None,None,0,0,None,adult,None
GEOT,pseudopostega_quadristrigella,Lepidoptera,Opostegidae,not found,GEOT00000000.1,PRJNA298054,SAMN04155518,None,None,entire organism,entire organism,0,0,whole organism,None,None
GBEB,nasonia_vitripennis,Hymenoptera,Pteromalidae,found,GBEB00000000.1,PRJNA240970,SAMN02689937,neuter,None,None,None,0,0,None,None,neuter
GBEB,nasonia_vitripennis,Hymenoptera,Pteromalidae,found,GBEB00000000.1,PRJNA240970,SAMN02689937,None,None,whole body,whole body,0,0,whole organism,None,None
GBON,dryudella_pinguis,Hymenoptera,Crabronidae,not found,GBON00000000.1,PRJNA252123,SAMN02870286,male,None,None,None,0,0,None,None,male
GBON,dryudella_pinguis,Hymenoptera,Crabronidae,not found,GBON00000000.1,PRJNA252123,SAMN02870286,None,adult,None,None,0,0,None,adult,None
GBON,dryudella_pinguis,Hymenoptera,Crabronidae,not found,GBON00000000.1,PRJNA252123,SAMN02870286,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBEO,anopheles_sinensis,Diptera,Culicidae,found,GBEO00000000.1,PRJNA196809,SAMN02317144,None,None,None,None,0,0,None,None,None
GASE,prorhinotermes_simplex,Blattodea,Rhinotermitidae,not found,GASE00000000.2,PRJNA219597,SAMN02047105,None,adult,None,None,0,0,None,adult,None
GFCQ,periplaneta_americana,Blattodea,Blattidae,found,GFCQ00000000.1,PRJNA356979,SAMN06130820,None,adult,None,None,0,0,None,adult,None
GFCQ,periplaneta_americana,Blattodea,Blattidae,found,GFCQ00000000.1,PRJNA356979,SAMN06130820,male,None,None,None,0,0,None,None,male
GFCQ,periplaneta_americana,Blattodea,Blattidae,found,GFCQ00000000.1,PRJNA356979,SAMN06130820,None,None,cns,cns,1,0,brain,None,None
GBOY,mellinus_arvensis,Hymenoptera,Crabronidae,not found,GBOY00000000.1,PRJNA252206,SAMN02870338,missing,None,None,None,0,0,None,None,undetermined sex
GBOY,mellinus_arvensis,Hymenoptera,Crabronidae,not found,GBOY00000000.1,PRJNA252206,SAMN02870338,None,adult,None,None,0,0,None,adult,None
GBOY,mellinus_arvensis,Hymenoptera,Crabronidae,not found,GBOY00000000.1,PRJNA252206,SAMN02870338,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727541,not determined,None,None,None,0,0,None,None,undetermined sex
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727541,None,5th instar,None,None,0,0,None,5th instar larvae,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727571,not determined,None,None,None,0,0,None,None,undetermined sex
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727571,None,5th instar,None,None,0,0,None,5th instar larvae,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727611,male,None,None,None,0,0,None,None,male
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727611,None,adult,None,None,0,0,None,adult,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727612,female,None,None,None,0,0,None,None,female
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727612,None,adult,None,None,0,0,None,adult,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727613,not determined,None,None,None,0,0,None,None,undetermined sex
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727613,None,5th instar,None,None,0,0,None,5th instar larvae,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727614,female,None,None,None,0,0,None,None,female
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727614,None,adult,None,None,0,0,None,adult,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727615,female,None,None,None,0,0,None,None,female
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727615,None,adult,None,None,0,0,None,adult,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727616,female,None,None,None,0,0,None,None,female
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727616,None,adult,None,None,0,0,None,adult,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727617,male,None,None,None,0,0,None,None,male
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727617,None,adult,None,None,0,0,None,adult,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727618,male,None,None,None,0,0,None,None,male
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727618,None,adult,None,None,0,0,None,adult,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727613,None,None,fat body,fat body,0,0,fat body,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727615,None,None,head,head,1,0,head,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727616,None,None,head,head,1,0,head,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727617,None,None,head,head,1,0,head,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727618,None,None,head,head,1,0,head,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727614,None,None,abdomen,abdomen,0,0,abdomen,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727541,None,None,antennae,antennae,0,0,antennae,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727611,None,None,tarsus,tarsus,0,0,tarsus,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727612,None,None,tarsus,tarsus,0,0,tarsus,None,None
GBID,blattella_germanica,Blattodea,Ectobiidae,not found,GBID00000000.1,PRJNA248247,SAMN02727571,None,None,mouthpart,mouthpart,0,0,mouthpart,None,None
GBPE,hyposoter_didymator,Hymenoptera,Ichneumonidae,not found,GBPE00000000.1,PRJNA252197,SAMN02870317,male,None,None,None,0,0,None,None,male
GBPE,hyposoter_didymator,Hymenoptera,Ichneumonidae,not found,GBPE00000000.1,PRJNA252197,SAMN02870317,None,adult,None,None,0,0,None,adult,None
GBPE,hyposoter_didymator,Hymenoptera,Ichneumonidae,not found,GBPE00000000.1,PRJNA252197,SAMN02870317,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBVF,blasticotoma_filiceti,Hymenoptera,Blasticotomidae,not found,GBVF00000000.1,PRJNA252334,SAMN02870221,missing,None,None,None,0,0,None,None,undetermined sex
GBVF,blasticotoma_filiceti,Hymenoptera,Blasticotomidae,not found,GBVF00000000.1,PRJNA252334,SAMN02870221,None,larva,None,None,0,0,None,larvae,None
GBVF,blasticotoma_filiceti,Hymenoptera,Blasticotomidae,not found,GBVF00000000.1,PRJNA252334,SAMN02870221,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAUV,acanthosoma_haemorrhoidale,Hemiptera,Acanthosomatidae,not found,GAUV00000000.2,PRJNA219520,SAMN02047154,None,adult,None,None,0,0,None,adult,None
GAXD,frankliniella_occidentalis,Thysanoptera,Thripidae,not found,GAXD00000000.1,PRJNA234733,SAMN02208942,None,"eggs, larvae, pupae, and adults",None,None,0,0,None,all stages,None
GBOK,meria_tripunctata,Hymenoptera,Tiphiidae,found,GBOK00000000.1,PRJNA252267,SAMN02870339,missing,None,None,None,0,0,None,None,undetermined sex
GBOK,meria_tripunctata,Hymenoptera,Tiphiidae,found,GBOK00000000.1,PRJNA252267,SAMN02870339,None,adult,None,None,0,0,None,adult,None
GBOK,meria_tripunctata,Hymenoptera,Tiphiidae,found,GBOK00000000.1,PRJNA252267,SAMN02870339,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBPW,epeolus_variegatus,Hymenoptera,Apidae,not found,GBPW00000000.1,PRJNA252262,SAMN02870291,missing,None,None,None,0,0,None,None,undetermined sex
GBPW,epeolus_variegatus,Hymenoptera,Apidae,not found,GBPW00000000.1,PRJNA252262,SAMN02870291,None,adult,None,None,0,0,None,adult,None
GBPW,epeolus_variegatus,Hymenoptera,Apidae,not found,GBPW00000000.1,PRJNA252262,SAMN02870291,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBWN,tiphia_femorata,Hymenoptera,Tiphiidae,found,GBWN00000000.1,PRJNA252281,SAMN02870429,missing,None,None,None,0,0,None,None,undetermined sex
GBWN,tiphia_femorata,Hymenoptera,Tiphiidae,found,GBWN00000000.1,PRJNA252281,SAMN02870429,None,adult,None,None,0,0,None,adult,None
GBWN,tiphia_femorata,Hymenoptera,Tiphiidae,found,GBWN00000000.1,PRJNA252281,SAMN02870429,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAVV,pseudomallada_prasinus,Neuroptera,Chrysopidae,not found,GAVV00000000.2,PRJNA219548,SAMN02047125,None,juvenil,None,None,0,0,None,juvenil,None
GBOA,spilomena_beata,Hymenoptera,Crabronidae,not found,GBOA00000000.1,PRJNA252217,SAMN02870404,missing,None,None,None,0,0,None,None,undetermined sex
GBOA,spilomena_beata,Hymenoptera,Crabronidae,not found,GBOA00000000.1,PRJNA252217,SAMN02870404,None,adult,None,None,0,0,None,adult,None
GBOA,spilomena_beata,Hymenoptera,Crabronidae,not found,GBOA00000000.1,PRJNA252217,SAMN02870404,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAUJ,orussus_abietinus,Hymenoptera,Orussidae,not found,GAUJ00000000.2,PRJNA219586,SAMN02047118,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776881,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776881,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776882,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776882,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776883,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776883,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776884,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776884,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776885,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776885,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776886,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776886,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776887,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776887,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776888,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776888,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776889,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776889,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776890,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776890,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776891,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776891,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776892,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776892,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776893,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776893,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776894,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776894,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776895,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776895,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776896,None,adult,None,None,0,0,None,adult,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776896,female,None,None,None,0,0,None,None,female
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776881,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776882,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776883,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776884,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776885,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776886,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776887,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776888,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776889,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776890,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776891,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776892,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776893,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776894,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776895,None,None,brain,brain,1,0,brain,None,None
GDHF,bactrocera_latifrons,Diptera,Tephritidae,found,GDHF00000000.1,PRJNA281765,SAMN03776896,None,None,brain,brain,1,0,brain,None,None
GFCX,antheraea_pernyi,Lepidoptera,Saturniidae,not found,GFCX00000000.1,PRJNA357974,SAMN06163070,pooled male and female,None,None,None,0,0,None,None,pooled sex
GFCX,antheraea_pernyi,Lepidoptera,Saturniidae,not found,GFCX00000000.1,PRJNA357974,SAMN06163070,None,None,prothoracic gland,prothoracic gland,0,0,prothoracic gland,None,None
GBGD,panstrongylus_megistus,Hemiptera,Reduviidae,not found,GBGD00000000.1,PRJNA249079,SAMN02212676,None,None,None,None,0,0,None,None,None
GDCO,halyomorpha_halys,Hemiptera,Pentatomidae,not found,GDCO00000000.1,PRJNA242849,SAMN01914919,None,None,None,None,0,0,None,None,None
GDCO,halyomorpha_halys,Hemiptera,Pentatomidae,not found,GDCO00000000.1,PRJNA242849,SAMN01915321,None,None,None,None,0,0,None,None,None
GDCO,halyomorpha_halys,Hemiptera,Pentatomidae,not found,GDCO00000000.1,PRJNA242849,SAMN01915322,None,None,None,None,0,0,None,None,None
GAVM,hydroptila,Trichoptera,Hydroptilidae,found,GAVM00000000.2,PRJNA219566,SAMN03656147,None,adult,None,None,0,0,None,adult,None
GAVM,hydroptila,Trichoptera,Hydroptilidae,found,GAVM00000000.2,PRJNA219566,SAMN03656147,female,None,None,None,0,0,None,None,female
GAVM,hydroptila,Trichoptera,Hydroptilidae,found,GAVM00000000.2,PRJNA219566,SAMN03656148,None,adult,None,None,0,0,None,adult,None
GAVM,hydroptila,Trichoptera,Hydroptilidae,found,GAVM00000000.2,PRJNA219566,SAMN03656148,male,None,None,None,0,0,None,None,male
GAVM,hydroptila,Trichoptera,Hydroptilidae,found,GAVM00000000.2,PRJNA219566,SAMN03656147,None,None,whole adult insect,whole adult insect,0,0,whole organism,None,None
GAVM,hydroptila,Trichoptera,Hydroptilidae,found,GAVM00000000.2,PRJNA219566,SAMN03656148,None,None,whole adult insect,whole adult insect,0,0,whole organism,None,None
GBNJ,pseudogonalos_hahnii,Hymenoptera,Trigonalidae,not found,GBNJ00000000.1,PRJNA252341,SAMN02870387,male,None,None,None,0,0,None,None,male
GBNJ,pseudogonalos_hahnii,Hymenoptera,Trigonalidae,not found,GBNJ00000000.1,PRJNA252341,SAMN02870387,None,adult,None,None,0,0,None,adult,None
GBNJ,pseudogonalos_hahnii,Hymenoptera,Trigonalidae,not found,GBNJ00000000.1,PRJNA252341,SAMN02870387,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBTA,helicoverpa_assulta,Lepidoptera,Noctuidae,not found,GBTA00000000.1,PRJNA263973,SAMN02384897,None,None,None,None,0,0,None,None,None
GBTA,helicoverpa_assulta,Lepidoptera,Noctuidae,not found,GBTA00000000.1,PRJNA263973,SAMN02384898,None,None,None,None,0,0,None,None,None
GBTA,helicoverpa_assulta,Lepidoptera,Noctuidae,not found,GBTA00000000.1,PRJNA263973,SAMN02384899,None,None,None,None,0,0,None,None,None
GBTA,helicoverpa_assulta,Lepidoptera,Noctuidae,not found,GBTA00000000.1,PRJNA263973,SAMN02384900,None,None,None,None,0,0,None,None,None
GBTA,helicoverpa_assulta,Lepidoptera,Noctuidae,not found,GBTA00000000.1,PRJNA263973,SAMN02384901,None,None,None,None,0,0,None,None,None
GBTA,helicoverpa_assulta,Lepidoptera,Noctuidae,not found,GBTA00000000.1,PRJNA263973,SAMN02384902,None,None,None,None,0,0,None,None,None
GBTA,helicoverpa_assulta,Lepidoptera,Noctuidae,not found,GBTA00000000.1,PRJNA263973,SAMN02384903,None,None,None,None,0,0,None,None,None
GBTA,helicoverpa_assulta,Lepidoptera,Noctuidae,not found,GBTA00000000.1,PRJNA263973,SAMN02384904,None,None,None,None,0,0,None,None,None
GBTA,helicoverpa_assulta,Lepidoptera,Noctuidae,not found,GBTA00000000.1,PRJNA263973,SAMN02384905,None,None,None,None,0,0,None,None,None
GEOO,phymatopus_californicus,Lepidoptera,Hepialidae,not found,GEOO00000000.1,PRJNA298054,SAMN02370274,None,adult,None,None,0,0,None,adult,None
GEYN,plutella_xylostella,Lepidoptera,Plutellidae,not found,GEYN00000000.1,PRJNA335320,SAMN05440352,None,adult,None,None,0,0,None,adult,None
GEYN,plutella_xylostella,Lepidoptera,Plutellidae,not found,GEYN00000000.1,PRJNA335320,SAMN05440352,None,None,multi,multi,0,0,undetermined tissue,None,None
GFBD,camponotus_fellah,Hymenoptera,Formicidae,not found,GFBD00000000.1,PRJNA339034,SAMN05578870,None,adult,None,None,0,0,None,adult,None
GFBD,camponotus_fellah,Hymenoptera,Formicidae,not found,GFBD00000000.1,PRJNA339034,SAMN05578870,female,None,None,None,0,0,None,None,female
GFBD,camponotus_fellah,Hymenoptera,Formicidae,not found,GFBD00000000.1,PRJNA339034,SAMN05578871,None,adult,None,None,0,0,None,adult,None
GFBD,camponotus_fellah,Hymenoptera,Formicidae,not found,GFBD00000000.1,PRJNA339034,SAMN05578871,female,None,None,None,0,0,None,None,female
GFBD,camponotus_fellah,Hymenoptera,Formicidae,not found,GFBD00000000.1,PRJNA339034,SAMN05578870,None,None,whole body,whole body,0,0,whole organism,None,None
GFBD,camponotus_fellah,Hymenoptera,Formicidae,not found,GFBD00000000.1,PRJNA339034,SAMN05578871,None,None,whole body,whole body,0,0,whole organism,None,None
GBEU,telenomus_podisi,Hymenoptera,Scelionidae,not found,GBEU00000000.1,PRJNA246261,SAMN02746137,None,None,None,None,0,0,None,None,None
GAXS,pepsis_grossa,Hymenoptera,Pompilidae,not found,GAXS00000000.1,PRJNA195615,SAMN02009278,None,None,None,None,0,0,None,None,None
GAWT,empusa_pennata,Mantodea,Empusidae,not found,GAWT00000000.2,PRJNA219551,SAMN02047152,None,adult,None,None,0,0,None,adult,None
GBTP,aproceros_leucopoda,Hymenoptera,Argidae,not found,GBTP00000000.1,PRJNA252225,SAMN02870215,female,None,None,None,0,0,None,None,female
GBTP,aproceros_leucopoda,Hymenoptera,Argidae,not found,GBTP00000000.1,PRJNA252225,SAMN02870215,None,adult,None,None,0,0,None,adult,None
GBTP,aproceros_leucopoda,Hymenoptera,Argidae,not found,GBTP00000000.1,PRJNA252225,SAMN02870215,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAZT,prosarthria_teretrirostris,Orthoptera,Proscopiidae,not found,GAZT00000000.2,PRJNA219598,SAMN02047188,None,None,None,None,0,0,None,None,None
GBMP,dasypoda_hirtipes,Hymenoptera,Melittidae,not found,GBMP00000000.1,PRJNA252212,SAMN02870274,female,None,None,None,0,0,None,None,female
GBMP,dasypoda_hirtipes,Hymenoptera,Melittidae,not found,GBMP00000000.1,PRJNA252212,SAMN02870274,None,adult,None,None,0,0,None,adult,None
GBMP,dasypoda_hirtipes,Hymenoptera,Melittidae,not found,GBMP00000000.1,PRJNA252212,SAMN02870274,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBPN,chelostoma_florisomne,Hymenoptera,Megachilidae,not found,GBPN00000000.1,PRJNA252249,SAMN02870237,missing,None,None,None,0,0,None,None,undetermined sex
GBPN,chelostoma_florisomne,Hymenoptera,Megachilidae,not found,GBPN00000000.1,PRJNA252249,SAMN02870237,None,adult,None,None,0,0,None,adult,None
GBPN,chelostoma_florisomne,Hymenoptera,Megachilidae,not found,GBPN00000000.1,PRJNA252249,SAMN02870237,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBRX,glossina_palpalis,Diptera,Glossinidae,found,GBRX00000000.1,PRJNA260242,SAMN04208332,None,adult,None,None,0,0,None,adult,None
GBRX,glossina_palpalis,Diptera,Glossinidae,found,GBRX00000000.1,PRJNA260242,SAMN04208333,None,adult,None,None,0,0,None,adult,None
GBRX,glossina_palpalis,Diptera,Glossinidae,found,GBRX00000000.1,PRJNA260242,SAMN04208334,None,adult,None,None,0,0,None,adult,None
GBRX,glossina_palpalis,Diptera,Glossinidae,found,GBRX00000000.1,PRJNA260242,SAMN04208332,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBRX,glossina_palpalis,Diptera,Glossinidae,found,GBRX00000000.1,PRJNA260242,SAMN04208333,None,None,whole organism,whole organism,0,0,whole organism,None,None
GBRX,glossina_palpalis,Diptera,Glossinidae,found,GBRX00000000.1,PRJNA260242,SAMN04208334,None,None,whole organism,whole organism,0,0,whole organism,None,None
GAUX,ceuthophilus,Orthoptera,Rhaphidophoridae,not found,GAUX00000000.2,PRJNA219538,SAMN02047116,None,None,None,None,0,0,None,None,None
GBLN,gonatocerus_morrilli,Hymenoptera,Mymaridae,found,GBLN00000000.1,PRJNA252129,SAMN02870303,missing,None,None,None,0,0,None,None,undetermined sex
GBLN,gonatocerus_morrilli,Hymenoptera,Mymaridae,found,GBLN00000000.1,PRJNA252129,SAMN02870303,None,adult,None,None,0,0,None,adult,None
GBLN,gonatocerus_morrilli,Hymenoptera,Mymaridae,found,GBLN00000000.1,PRJNA252129,SAMN02870303,None,None,whole organism,whole organism,0,0,whole organism,None,None
GATG,corydalus_cornutus,Megaloptera,Corydalidae,not found,GATG00000000.2,PRJNA219543,SAMN02047201,None,None,None,None,0,0,None,None,None
GDJM,cotesia_rubecula,Hymenoptera,Braconidae,found,GDJM00000000.1,PRJNA289731,SAMN03144972,None,None,None,None,0,0,None,None,None
GDKB,cydia_pomonella,Lepidoptera,Tortricidae,not found,GDKB00000000.1,PRJNA289066,SAMN04168647,None,adult,None,None,0,0,None,adult,None
GDKB,cydia_pomonella,Lepidoptera,Tortricidae,not found,GDKB00000000.1,PRJNA289066,SAMN04168647,pooled male and female,None,None,None,0,0,None,None,pooled sex
GDKB,cydia_pomonella,Lepidoptera,Tortricidae,not found,GDKB00000000.1,PRJNA289066,SAMN04168647,None,None,salivary glands,salivary glands,0,0,salivary glands,None,None
